marca,anio,localizacion,kilometraje,combustible,distintivo_ambiental,garantia,cambio,carroceria,plazas,potencia,puertas,color,precio,vendedor,consumo_medio,certificado,fecha_extraccion,referencia,url,ruta_imagen
PEUGEOT 208 PureTech 73kW 100CV Allure,02/2023,Valladolid,31.483 km,Diésel,,12 meses,Manual,Berlina mediana o grande,,100 cv,5 Puertas,Gris claro,16.890 €,"Dursan apoyo Valladolid
Profesional",,No,2025-03-05 01:19:56.957335,ref15453725,https://www.autocasion.com/coches-segunda-mano/peugeot-208-ocasion/puretech-73kw-100cv-allure-167b604be5ffbb-ref15453725,img/coches/15453725-0-259326765767c1d822bead41.86119012.jpeg
MINI Countryman Cooper D,04/2023,Valladolid,43.636 km,Diésel,,12 meses,Automático,Pequeño,,150 cv,5 Puertas,Gris,29.990 €,"Dursan apoyo Valladolid
Profesional",,No,2025-03-05 01:20:05.206026,ref15453701,https://www.autocasion.com/coches-segunda-mano/mini-countryman-ocasion/cooper-d-167b604bb86111-ref15453701,img/coches/15453701-0-82017891267c1d7f336f474.19258340.jpeg
BMW X3 xDrive30e,07/2021,Valladolid,106.894 km,Gasolina y corriente eléctrica,ECO,12 meses,Automático,"4x4, SUV o pickup",,184 cv,5 Puertas,Blanco,36.490 €,"Dursan apoyo Valladolid
Profesional",,No,2025-03-05 01:20:13.682996,ref15453542,https://www.autocasion.com/coches-segunda-mano/bmw-x3-ocasion/xdrive30e-167b604a8abe27-ref15453542,img/coches/15453542-0-346483421967c1d7151d2bb4.13633579.jpeg
FORD EcoSport 1.0T EcoBoost 92kW 125CV SS ST Line,01/2023,Valladolid,30.612 km,Gasolina,C,12 meses,Manual,"4x4, SUV o pickup",,125 cv,5 Puertas,Gris,23.990 €,"Dursan apoyo Valladolid
Profesional",,No,2025-03-05 01:20:24.312167,ref15453571,https://www.autocasion.com/coches-segunda-mano/ford-ecosport-ocasion/ecosport-1-0t-ecoboost-92kw-125cv-ss-st-line-167b604ac076a6-ref15453571,img/coches/15453571-0-127758843567c1d74a8fb178.55406074.jpeg
BMW Serie 1 116dA,06/2023,Valladolid,38.887 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,116 cv,5 Puertas,Gris claro,28.690 €,"Dursan apoyo Valladolid
Profesional","Consumo medio
3,80
litros/100 km",No,2025-03-05 01:20:35.928288,ref15453500,https://www.autocasion.com/coches-segunda-mano/bmw-serie-1-ocasion/116da-6-ref15453500,img/coches/15453500-0-429310416167c1d6e43fbb14.20359717.jpeg
BMW Serie 1 116dA,06/2023,Valladolid,35.998 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,116 cv,5 Puertas,Gris,28.890 €,"Dursan apoyo Valladolid
Profesional","Consumo medio
3,80
litros/100 km",No,2025-03-05 01:20:46.048047,ref15453501,https://www.autocasion.com/coches-segunda-mano/bmw-serie-1-ocasion/116da-6-ref15453501,img/coches/15453501-0-354316847567c1d6e691a271.04342037.jpeg
PEUGEOT 2008 1.5BlueHDi S&S Allure Pack EAT8 130,02/2023,Las Palmas,24.024 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,130 cv,5 Puertas,Negro,22.500 €,"CLICK AUTOS GRAN CANARIA
Profesional","Consumo medio
3,80
litros/100 km",No,2025-03-05 01:20:57.419699,ref15424007,https://www.autocasion.com/coches-segunda-mano/peugeot-2008-ocasion/2008-1-5bluehdi-s-s-allure-pack-eat8-130-ref15424007,img/coches/15424007-0-318577517667c0fc3a9aaee5.16217127.jpeg
FORD Fiesta 1.0 Ecoboost 125CV MHEV STLine,06/2022,Las Palmas,50.552 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,Pequeño,,125 cv,5 Puertas,Azul,15.750 €,"CLICK AUTOS GRAN CANARIA
Profesional",,No,2025-03-05 01:21:24.265031,ref15424025,https://www.autocasion.com/coches-segunda-mano/ford-fiesta-ocasion/1-0-ecoboost-125cv-mhev-stline-167ae6a7ff3f19-ref15424025,img/coches/15424025-0-25204795867ae6a8d5f58b3.25435287.jpeg
FIAT Panda 1.0 70CV Hybrid,01/2024,Las Palmas,28.700 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,Pequeño,,70 cv,5 Puertas,Negro,13.800 €,"CLICK AUTOS GRAN CANARIA
Profesional",,No,2025-03-05 01:21:33.324477,ref15424016,https://www.autocasion.com/coches-segunda-mano/fiat-panda-ocasion/1-0-70cv-hybrid-167ae6a7ee5de2-ref15424016,img/coches/15424016-0-187893760667ae6a9389df96.45525410.jpeg
AUDI A1 Sportback 30 TFSI Advanced S tronic,07/2022,Las Palmas,47.669 km,Gasolina,C,12 meses,Automático,Berlina,5 asientos,110 cv,5 Puertas,Rojo,22.050 €,"CLICK AUTOS GRAN CANARIA
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:21:42.907352,ref15424024,https://www.autocasion.com/coches-segunda-mano/audi-a1-ocasion/a1-sportback-30-tfsi-advanced-s-tronic-1-ref15424024,img/coches/15424024-0-394047924167ae6a8cacaef4.14657596.jpeg
HYUNDAI i20 1.2 MPI Essence,07/2024,Las Palmas,13.767 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,79 cv,5 Puertas,Gris,16.450 €,"CLICK AUTOS GRAN CANARIA
Profesional","Consumo medio
litros/100 km",No,2025-03-05 01:21:52.839011,ref15423994,https://www.autocasion.com/coches-segunda-mano/hyundai-i20-ocasion/i20-1-2-mpi-essence-1-ref15423994,img/coches/15423994-0-356588461367ae6a83dce0d4.41708221.jpeg
FORD Focus 1.0 Ecoboost 125CV MHEV ST Line,02/2024,Las Palmas,16.826 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,"4x4, SUV o pickup",,125 cv,5 Puertas,Gris,23.100 €,"CLICK AUTOS GRAN CANARIA
Profesional",,No,2025-03-05 01:22:02.904922,ref15424006,https://www.autocasion.com/coches-segunda-mano/ford-focus-ocasion/1-0-ecoboost-125cv-mhev-st-line-167ae6a7e3301f-ref15424006,img/coches/15424006-0-173537899267ae6a8c27ce54.58013285.jpeg
HYUNDAI i10 1.0 MPI Essence,07/2024,Las Palmas,16.477 km,Gasolina,C,12 meses,Manual,Berlina,4 asientos,63 cv,5 Puertas,Azul,14.300 €,"CLICK AUTOS GRAN CANARIA
Profesional","Consumo medio
litros/100 km",No,2025-03-05 01:22:13.272442,ref15423993,https://www.autocasion.com/coches-segunda-mano/hyundai-i10-ocasion/i10-1-0-mpi-essence-2-ref15423993,img/coches/15423993-0-407567919167ae6a8369a945.02085787.jpeg
FIAT 500 1.0 Hybrid 70CV Dolcevita,06/2024,Las Palmas,14.916 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,Descapotable o convertible,,70 cv,2 Puertas,Verde,18.150 €,"CLICK AUTOS GRAN CANARIA
Profesional",,No,2025-03-05 01:22:22.409318,ref15423991,https://www.autocasion.com/coches-segunda-mano/fiat-500-ocasion/1-0-hybrid-70cv-dolcevita-167ae6a7c05cb4-ref15423991,img/coches/15423991-0-197664506567ae6a82548fc2.64820072.jpeg
PEUGEOT 308 1.2 PureTech S&S Active Pack 130,03/2023,Valencia,47.584 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,130 cv,5 Puertas,Gris,17.100 €,"CLICK AUTOS MULTIMARCA
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:22:33.691895,ref13333546,https://www.autocasion.com/coches-segunda-mano/peugeot-308-ocasion/308-1-2-puretech-s-s-active-pack-130-1-ref13333546,img/coches/13333546-0-2512434387674899cb1e6677.81574058.jpeg
HYUNDAI Tucson 1.6 TGDI 150CV 48V Maxx Sky,01/2024,Valencia,34.085 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,"4x4, SUV o pickup",,150 cv,5 Puertas,Negro,27.750 €,"CLICK AUTOS MULTIMARCA
Profesional",,No,2025-03-05 01:22:41.522404,ref14071626,https://www.autocasion.com/coches-segunda-mano/hyundai-tucson-ocasion/1-6-tgdi-150cv-48v-maxx-sky-166ba2553b519a-ref14071626,img/coches/14071626-0-3215221062674899d5954f23.20454670.jpeg
OPEL Crossland 1.2 T 110CV GS,03/2023,Valencia,37.993 km,Gasolina,C,12 meses,Manual,"4x4, SUV o pickup",,110 cv,5 Puertas,Negro,15.050 €,"CLICK AUTOS MULTIMARCA
Profesional",,No,2025-03-05 01:22:50.285835,ref14586619,https://www.autocasion.com/coches-segunda-mano/opel-crossland-x-ocasion/crossland-1-2-110cv-gs-1670d802ea7cf8-ref14586619,img/coches/14586619-0-3582181902679e2466524145.80562448.jpeg
PEUGEOT 208 1.2 Puretech S&S Allure Pack 100,04/2021,Valencia,46.792 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,100 cv,5 Puertas,Rojo,14.100 €,"CLICK AUTOS MULTIMARCA
Profesional","Consumo medio
4,20
litros/100 km",No,2025-03-05 01:22:59.301808,ref15504847,https://www.autocasion.com/coches-segunda-mano/peugeot-208-ocasion/208-1-2-puretech-s-s-allure-pack-100-ref15504847,img/coches/15504847-0-115268511267c0e1ada879e4.18039248.jpeg
FORD Puma 1.0 Ecoboost 155CV MHEV STLine X,07/2024,Valencia,22.147 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,"4x4, SUV o pickup",,155 cv,5 Puertas,Rojo,22.250 €,"CLICK AUTOS MULTIMARCA
Profesional",,No,2025-03-05 01:23:06.786706,ref15356164,https://www.autocasion.com/coches-segunda-mano/ford-puma-suv-ocasion/1-0-ecoboost-155cv-mhev-stline-x-1679e244311aaf-ref15356164,img/coches/15356164-0-4240136744679e245d2e2be0.08925683.jpeg
CITROEN C3 1.2 PureTech S&S Feel Pack 83,01/2022,Málaga,68.112 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,83 cv,5 Puertas,Gris,12.900 €,"CLICK AUTOS MALAGA
Profesional","Consumo medio
4,70
litros/100 km",No,2025-03-05 01:23:47.106377,ref15230001,https://www.autocasion.com/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-puretech-s-s-feel-pack-83-ref15230001,img/coches/15230001-0-4138147676786bc991d4fb2.42381741.jpeg
MAZDA CX-5 2.0 Skyactiv-G Evolution 2WD Aut. 121kW,02/2023,Málaga,57.985 km,Gasolina,C,12 meses,Automático,Todo Terreno,5 asientos,165 cv,5 Puertas,Gris,31.050 €,"CLICK AUTOS MALAGA
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:23:58.220526,ref11622335,https://www.autocasion.com/coches-segunda-mano/mazda-cx-5-ocasion/cx-5-2-0-skyactiv-g-evolution-2wd-aut-121kw-2-ref11622335,img/coches/11622335-0-23376457006748a1eed466d1.03463216.jpeg
VOLKSWAGEN T-Cross 1.0 TSI Advance 81kW,01/2023,Málaga,65.981 km,Gasolina,C,12 meses,Manual,Todo Terreno,5 asientos,110 cv,5 Puertas,Negro,19.450 €,"CLICK AUTOS MALAGA
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:24:08.679907,ref13949038,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-cross-ocasion/t-cross-1-0-tsi-advance-81kw-ref13949038,img/coches/13949038-0-338425532967bdc85404be19.38728143.jpeg
FIAT 500 C 1.0 Hybrid 70CV Dolcevita Special Edition,08/2022,Málaga,60.363 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,Descapotable o convertible,,70 cv,2 Puertas,Blanco,15.600 €,"CLICK AUTOS MALAGA
Profesional",,No,2025-03-05 01:24:17.557767,ref13948996,https://www.autocasion.com/coches-segunda-mano/fiat-500-ocasion/c-1-0-hybrid-70cv-dolcevita-special-edition-166a91b4410649-ref13948996,img/coches/13948996-0-32397485866748a1577cd875.89302748.jpeg
RENAULT Captur TCe Equilibre 67kW,03/2023,Málaga,49.295 km,Gasolina,C,12 meses,Manual,Todo Terreno,5 asientos,90 cv,5 Puertas,Blanco,17.850 €,"CLICK AUTOS MALAGA
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:24:27.640142,ref13949014,https://www.autocasion.com/coches-segunda-mano/renault-captur-ocasion/captur-tce-equilibre-67kw-ref13949014,img/coches/13949014-0-17868212906748a16564bd93.72081094.jpeg
SEAT Ibiza 1.0 TSI 110CV Style XL,02/2023,Málaga,51.690 km,Gasolina,C,12 meses,Manual,Berlina mediana o grande,,110 cv,5 Puertas,Negro,17.700 €,"CLICK AUTOS MALAGA
Profesional",,No,2025-03-05 01:24:37.891877,ref13948952,https://www.autocasion.com/coches-segunda-mano/seat-ibiza-ocasion/1-0-tsi-110cv-style-xl-166a91b3d1b73f-ref13948952,img/coches/13948952-0-965085276748a1464b1161.43083521.jpeg
FORD Focus 1.0 Ecoboost 125CV MHEV ST-Line,01/2023,Málaga,48.902 km,Gasolina y corriente eléctrica,ECO,12 meses,Manual,Berlina mediana o grande,,125 cv,5 Puertas,Azul,20.500 €,"CLICK AUTOS MALAGA
Profesional",,No,2025-03-05 01:24:46.704894,ref13948993,https://www.autocasion.com/coches-segunda-mano/ford-focus-ocasion/1-0-ecoboost-125cv-mhev-st-line-166a91b42d76ef-ref13948993,img/coches/13948993-0-40009429266748a15c757d22.56155683.jpeg
CITROEN C3 1.2 PureTech S&S Shine 110,06/2021,Málaga,48.087 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,110 cv,5 Puertas,Blanco,14.550 €,"CLICK AUTOS MALAGA
Profesional","Consumo medio
4,60
litros/100 km",No,2025-03-05 01:24:57.516194,ref13948930,https://www.autocasion.com/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-puretech-s-s-shine-110-ref13948930,img/coches/13948930-0-95792901067b9d6e329bb64.29104456.jpeg
DACIA Sandero Stepway TCe Expresion CVT 67kW,06/2023,Málaga,48.475 km,Gasolina,C,12 meses,Automático,Berlina,5 asientos,91 cv,5 Puertas,Blanco,17.100 €,"CLICK AUTOS MALAGA
Profesional","Consumo medio
5,20
litros/100 km",No,2025-03-05 01:25:07.695274,ref15192306,https://www.autocasion.com/coches-segunda-mano/dacia-sandero-ocasion/sandero-stepway-tce-expresion-cvt-67kw-ref15192306,img/coches/15192306-0-667006401677fd412d3aa78.85794903.jpeg
RENAULT Captur 1.0 TCE 90CV Techno Bitono,03/2024,Málaga,16.947 km,Gasolina,C,12 meses,Manual,"4x4, SUV o pickup",,90 cv,5 Puertas,Gris,22.950 €,"CLICK AUTOS MALAGA
Profesional",,No,2025-03-05 01:25:17.039706,ref15423374,https://www.autocasion.com/coches-segunda-mano/renault-captur-ocasion/1-0-tce-90cv-techno-bitono-167ae50c2259d2-ref15423374,img/coches/15423374-0-320871836867ae50c9439a09.29009688.jpeg
FIAT Panda 0.9 TwinAir Trekking,01/2024,Girona,18.600 km,Gasolina,C,12 meses,Manual,Berlina,4 asientos,85 cv,5 Puertas,Blanco,12.900 €,"AUTO SELECT EDITION
Profesional","Consumo medio
4,20
litros/100 km",No,2025-03-05 01:25:51.503061,ref15391756,https://www.autocasion.com/coches-segunda-mano/fiat-panda-ocasion/panda-0-9-twinair-trekking-ref15391756,img/coches/15391756-0-249518255067b9f36d8e96a7.67268213.jpeg
VOLVO V40 Cross Country D2 120,10/2018,Madrid,71.951 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,120 cv,5 Puertas,Blanco,15.990 €,"CLICARS MADRID
Profesional","Consumo medio
4,70
litros/100 km",No,2025-03-05 01:26:01.549587,ref15340382,https://www.autocasion.com/coches-segunda-mano/volvo-v40-cross-country-ocasion/v40-cross-country-d2-120-1-ref15340382,img/coches/15340382-0-187809965567b0645ba7ace1.97549818.jpeg
VOLVO XC90 T8 Twin Momentum AWD Aut.,04/2019,Madrid,112.596 km,Híbrido Enchufable,0 EMISIONES,12 meses,Automático,Todo Terreno,5 asientos,390 cv,5 Puertas,Azul,"39.990 €
5%
37.990 €","CLICARS MADRID
Profesional","Consumo medio
2,50
litros/100 km",No,2025-03-05 01:26:11.652691,ref15371474,https://www.autocasion.com/coches-segunda-mano/volvo-xc90-ocasion/xc90-t8-twin-momentum-awd-aut-ref15371474,img/coches/15371474-0-408995960567b06454056f87.11042783.jpeg
VOLVO XC60 D5 R-Design AWD Aut.,06/2018,Madrid,95.844 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,235 cv,5 Puertas,Rojo,"35.490 €
1%
34.990 €","CLICARS MADRID
Profesional","Consumo medio
5,80
litros/100 km",No,2025-03-05 01:26:23.069120,ref15457073,https://www.autocasion.com/coches-segunda-mano/volvo-xc60-ocasion/xc60-d5-r-design-awd-1-ref15457073,img/coches/15457073-0-240215392667b708cd1a1292.19170547.jpeg
VOLVO V90 D4 R-Design Aut.,10/2020,Madrid,51.683 km,Diesel,C,12 meses,Automático,Stationwagon,5 asientos,190 cv,5 Puertas,Gris,31.990 €,"CLICARS MADRID
Profesional","Consumo medio
4,80
litros/100 km",No,2025-03-05 01:26:33.088512,ref15494212,https://www.autocasion.com/coches-segunda-mano/volvo-v90-ocasion/v90-d4-r-design-aut-ref15494212,img/coches/15494212-0-240579150967bf351140dfa8.33281812.jpeg
VOLVO S90 B5 R-Design FWD Aut.,11/2021,Madrid,128.732 km,Gasolina,ECO,12 meses,Automático,Berlina,5 asientos,250 cv,4 Puertas,Gris,39.490 €,"CLICARS MADRID
Profesional","Consumo medio
5,90
litros/100 km",No,2025-03-05 01:26:44.772354,ref15334934,https://www.autocasion.com/coches-segunda-mano/volvo-s90-ocasion/s90-b5-r-design-fwd-aut-ref15334934,img/coches/15334934-0-145163086767b708cca0a844.30400322.jpeg
VOLVO XC60 D4 Inscription,11/2018,Madrid,153.957 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,190 cv,5 Puertas,Azul,24.490 €,"CLICARS MADRID
Profesional","Consumo medio
5,00
litros/100 km",No,2025-03-05 01:27:26.726453,ref15522586,https://www.autocasion.com/coches-segunda-mano/volvo-xc60-ocasion/xc60-d4-inscription-ref15522586,img/coches/15522586-0-424673889967c6f265ae10f8.32929076.jpeg
VOLVO V60 B4 Inscription Aut.,06/2021,Madrid,98.166 km,Diesel,ECO,12 meses,Automático,Stationwagon,5 asientos,197 cv,5 Puertas,Gris,"25.990 €
2%
25.490 €","CLICARS MADRID
Profesional","Consumo medio
4,50
litros/100 km",No,2025-03-05 01:27:37.164390,ref15410605,https://www.autocasion.com/coches-segunda-mano/volvo-v60-ocasion/v60-b4-inscription-aut-1-ref15410605,img/coches/15410605-0-339086521467b0645a253da9.21561636.jpeg
VOLVO XC60 D4 R-Design AWD Aut.,11/2017,Madrid,166.690 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,190 cv,5 Puertas,Blanco,24.490 €,"CLICARS MADRID
Profesional","Consumo medio
5,60
litros/100 km",No,2025-03-05 01:27:47.482754,ref15455181,https://www.autocasion.com/coches-segunda-mano/volvo-xc60-ocasion/xc60-d4-r-design-awd-1-ref15455181,img/coches/15455181-0-329327475667b64e9e530224.01394850.jpeg
VOLVO V60 Cross Country B4 AWD Aut.,09/2021,Madrid,133.607 km,Diesel,ECO,12 meses,Automático,Todo Terreno,5 asientos,197 cv,5 Puertas,Negro,27.290 €,"CLICARS MADRID
Profesional","Consumo medio
5,30
litros/100 km",No,2025-03-05 01:27:57.539159,ref14973781,https://www.autocasion.com/coches-segunda-mano/volvo-v60-cross-country-ocasion/v60-cross-country-b4-awd-aut-ref14973781,img/coches/14973781-0-121018214967bc4945671346.38252328.jpeg
VOLVO S90 B5 R-Design Aut.,01/2021,Madrid,91.150 km,Diesel,ECO,12 meses,Automático,Berlina,5 asientos,235 cv,4 Puertas,Blanco,39.990 €,"CLICARS MADRID
Profesional","Consumo medio
4,90
litros/100 km",No,2025-03-05 01:28:07.718522,ref14451785,https://www.autocasion.com/coches-segunda-mano/volvo-s90-ocasion/s90-b5-r-design-aut-ref14451785,img/coches/14451785-0-106539302567bc49439c9799.17970345.jpeg
VOLVO V90 Cross Country D4 AWD Aut.,03/2019,Madrid,109.800 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,190 cv,5 Puertas,Marrón,27.590 €,"CLICARS MADRID
Profesional","Consumo medio
5,40
litros/100 km",No,2025-03-05 01:28:18.210757,ref14857782,https://www.autocasion.com/coches-segunda-mano/volvo-v90-cross-country-ocasion/v90-cross-country-d4-awd-aut-ref14857782,img/coches/14857782-0-216806153767b064583cdcf8.91307412.jpeg
VOLVO V90 Cross Country D4 AWD Aut.,05/2020,Madrid,75.533 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,190 cv,5 Puertas,Gris,31.990 €,"CLICARS MADRID
Profesional","Consumo medio
5,30
litros/100 km",No,2025-03-05 01:28:29.117707,ref14857783,https://www.autocasion.com/coches-segunda-mano/volvo-v90-cross-country-ocasion/v90-cross-country-d4-awd-aut-1-ref14857783,img/coches/14857783-0-137278806067bc494480dea3.85262617.jpeg
VOLVO V60 B4 Momentum Pro Aut.,05/2021,Madrid,92.760 km,Diesel,ECO,12 meses,Automático,Stationwagon,5 asientos,197 cv,5 Puertas,Negro,"24.490 €
2%
23.990 €","CLICARS MADRID
Profesional","Consumo medio
4,50
litros/100 km",No,2025-03-05 01:28:38.823147,ref15440844,https://www.autocasion.com/coches-segunda-mano/volvo-v60-ocasion/v60-b4-momentum-pro-aut-1-ref15440844,img/coches/15440844-0-265288058667bc49451dd371.92758840.jpeg
VOLVO XC40 D3 Momentum Pro Aut.,09/2020,Madrid,72.215 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,150 cv,5 Puertas,Blanco,27.290 €,"CLICARS MADRID
Profesional","Consumo medio
5,00
litros/100 km",No,2025-03-05 01:28:49.360697,ref15352355,https://www.autocasion.com/coches-segunda-mano/volvo-xc40-ocasion/xc40-d3-momentum-pro-aut-ref15352355,img/coches/15352355-0-349874547667b064521eac24.35122763.jpeg
VOLKSWAGEN Touareg 3.0TDI V6 Premium Tiptronic Elegance 4M 170kW,11/2020,Madrid,50.900 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,231 cv,5 Puertas,Gris,43.490 €,"CLICARS MADRID
Profesional","Consumo medio
7,00
litros/100 km",No,2025-03-05 01:29:00.479704,ref15506173,https://www.autocasion.com/coches-segunda-mano/volkswagen-touareg-ocasion/touareg-3-0tdi-v6-premium-tiptronic-elegance-4m-170kw-ref15506173,img/coches/15506173-0-42484970467c187245f5eb9.51814138.jpeg
VOLVO XC60 B4 R-Design AWD Aut.,09/2020,Madrid,112.378 km,Diesel,ECO,12 meses,Automático,Todo Terreno,5 asientos,197 cv,5 Puertas,Gris,30.990 €,"CLICARS MADRID
Profesional","Consumo medio
5,50
litros/100 km",No,2025-03-05 01:29:11.639089,ref15064049,https://www.autocasion.com/coches-segunda-mano/volvo-xc60-ocasion/xc60-d4-r-design-awd-aut-1-ref15064049,img/coches/15064049-0-222185912067bc4944c66110.37608119.jpeg
VOLVO S90 D4 Inscription Aut. 190,08/2018,Madrid,126.640 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,190 cv,4 Puertas,Azul,25.190 €,"CLICARS MADRID
Profesional","Consumo medio
4,60
litros/100 km",No,2025-03-05 01:29:21.450162,ref15185469,https://www.autocasion.com/coches-segunda-mano/volvo-s90-ocasion/s90-d4-inscription-aut-190-1-ref15185469,img/coches/15185469-0-14169861667b064528171d5.82068956.jpeg
VOLVO XC60 T6 Twin Recharge Inscription Expression,07/2021,Madrid,72.014 km,Híbrido Enchufable,0 EMISIONES,12 meses,Automático,Todo Terreno,5 asientos,340 cv,5 Puertas,Azul,33.590 €,"CLICARS MADRID
Profesional","Consumo medio
1,90
litros/100 km",No,2025-03-05 01:29:31.411367,ref15482662,https://www.autocasion.com/coches-segunda-mano/volvo-xc60-ocasion/xc60-t6-twin-recharge-inscription-expression-ref15482662,img/coches/15482662-0-52077300667bcae8a775957.17469538.jpeg
VOLVO S90 B5 R-Design Aut.,02/2021,Madrid,48.752 km,Diesel,ECO,12 meses,Automático,Berlina,5 asientos,235 cv,4 Puertas,Blanco,44.490 €,"CLICARS MADRID
Profesional","Consumo medio
4,90
litros/100 km",No,2025-03-05 01:29:41.952679,ref13031883,https://www.autocasion.com/coches-segunda-mano/volvo-s90-ocasion/s90-b5-r-design-aut-ref13031883,img/coches/13031883-0-415083990967bc4943e865f6.18222345.jpeg
VOLKSWAGEN T-Roc 2.0TDI Advance DSG7,10/2019,Madrid,123.461 km,Diesel,C,12 meses,Automático,Todo Terreno,5 asientos,150 cv,5 Puertas,Blanco,"20.990 €
5%
19.990 €","CLICARS MADRID
Profesional","Consumo medio
4,60
litros/100 km",No,2025-03-05 01:30:09.018118,ref15485249,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-roc-ocasion/t-roc-2-0tdi-advance-dsg7-ref15485249,img/coches/15485249-0-34390988367bd9e8aa73b49.12387879.jpeg
VOLKSWAGEN T-Cross 1.6TDI Advance,10/2020,Madrid,141.313 km,Diesel,C,12 meses,Manual,Todo Terreno,5 asientos,95 cv,5 Puertas,Blanco,15.990 €,"CLICARS MADRID
Profesional","Consumo medio
4,10
litros/100 km",No,2025-03-05 01:30:19.418367,ref15498712,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-cross-ocasion/t-cross-1-6tdi-advanced-ref15498712,img/coches/15498712-0-55867436767c04898f074c8.97897019.jpeg
VOLKSWAGEN Passat 1.6TDI Edition DSG7 88kW,06/2019,Madrid,50.760 km,Diesel,C,12 meses,Automático,Berlina,5 asientos,120 cv,4 Puertas,Plateado,19.990 €,"CLICARS MADRID
Profesional","Consumo medio
4,00
litros/100 km",No,2025-03-05 01:30:29.915491,ref15488672,https://www.autocasion.com/coches-segunda-mano/volkswagen-passat-ocasion/passat-1-6tdi-edition-dsg7-88kw-ref15488672,img/coches/15488672-0-38475318967bdf9bd2369e2.78964673.jpeg
VOLKSWAGEN Polo 1.0 TSI Advance 70kW,01/2021,Madrid,69.530 km,Gasolina,C,12 meses,Manual,Berlina,5 asientos,95 cv,5 Puertas,Negro,13.690 €,"CLICARS MADRID
Profesional","Consumo medio
4,60
litros/100 km",No,2025-03-05 01:30:42.241709,ref15509720,https://www.autocasion.com/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-advance-95-ref15509720,img/coches/15509720-0-114330595967c1f54f612360.16175487.jpeg
VOLKSWAGEN Golf Variant 1.0 TSI Advance 85kW,11/2019,Madrid,131.364 km,Gasolina,C,12 meses,Manual,Stationwagon,5 asientos,116 cv,5 Puertas,Plateado,"14.990 €
7%
13.990 €","CLICARS MADRID
Profesional","Consumo medio
4,80
litros/100 km",No,2025-03-05 01:30:53.288961,ref15457072,https://www.autocasion.com/coches-segunda-mano/volkswagen-golf-ocasion/golf-variant-1-0-tsi-advance-85kw-ref15457072,img/coches/15457072-0-133649481567b708c83e92d4.55731031.jpeg
VOLKSWAGEN T-Cross 1.0 TSI Sport DSG7 81kW,04/2023,Madrid,14.115 km,Gasolina,C,12 meses,Automático,Todo Terreno,5 asientos,110 cv,5 Puertas,Gris,23.990 €,"CLICARS MADRID
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:31:03.123255,ref15521396,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-cross-ocasion/t-cross-1-0-tsi-sport-dsg7-81kw-ref15521396,img/coches/15521396-0-257554754767c6cde164b203.83114918.jpeg
VOLKSWAGEN T-Roc 1.5 TSI Sport,12/2020,Madrid,86.087 km,Gasolina,C,12 meses,Manual,Todo Terreno,5 asientos,150 cv,5 Puertas,Negro,21.290 €,"CLICARS MADRID
Profesional","Consumo medio
0,00
litros/100 km",No,2025-03-05 01:31:13.950717,ref15505360,https://www.autocasion.com/coches-segunda-mano/volkswagen-t-roc-ocasion/t-roc-1-5-tsi-sport-1-ref15505360,img/coches/15505360-0-19515380967c0fd111cff15.10488002.jpeg
